cell_id,elev,t4_pm20_majority,t2_pm20_majority,t4_pm10_majority,t0_p0_majority,t2_pm10_majority,t4_p0_majority,t0_pm10_majority,t0_pm20_majority,t2_p0_majority
"UG_22772",63,2,2,2,5,2,2,5,5,2
"UG_22773",29,2,2,2,1,2,2,1,1,2
"UG_22817",40,2,1,2,1,1,4,1,1,2
"UG_22818",32,2,2,2,1,2,4,1,1,2
"UG_22819",48,2,2,2,1,1,4,1,1,2
"UG_22820",71,2,2,2,1,2,2,1,1,2
"UG_22821",63,2,4,2,1,2,4,1,1,2
"UG_22822",18,2,2,2,1,2,2,1,1,2
"UG_23273",161,4,4,4,4,4,4,4,2,4
"UG_23273",161,4,4,4,4,4,4,4,2,4
"UG_23273",161,4,4,4,4,4,4,4,2,4
"UG_23273",161,4,4,4,4,4,4,4,2,4
"UG_23274",348,4,4,4,4,4,4,4,2,4
"UG_23275",379,4,4,4,4,4,4,4,2,4
"UG_23276",254,4,4,4,4,4,4,4,2,4
"UG_23277",344,4,4,4,4,4,4,4,2,4
"UG_23278",246,2,2,2,2,2,2,2,2,2
"UG_23279",256,2,2,2,2,2,2,2,2,2
"UG_23322",203,2,2,2,2,2,2,2,2,2
"UG_23323",37,2,2,2,2,2,2,2,2,2
"UG_22639",76,2,2,2,2,2,2,2,2,2
"UG_22640",52,2,2,2,2,2,2,2,2,2
"UG_22641",60,2,2,2,2,2,2,2,2,2
"UG_22885",137,2,2,2,2,2,2,2,2,2
"UG_22886",184,2,2,4,4,4,4,4,2,4
"UG_22887",279,4,4,4,4,4,4,4,2,4
"UG_22759",232,2,2,2,4,2,4,2,1,4
"UG_22760",189,2,2,2,1,2,2,1,1,2
"UG_22761",122,2,2,2,2,2,2,2,2,2
"UG_22762",127,2,2,2,5,2,2,2,2,2
"UG_22763",83,2,2,2,5,2,2,5,5,2
"UG_22764",44,2,2,2,5,2,2,5,5,2
"UG_22765",41,2,2,2,1,2,2,1,1,2
"UG_22811",64,2,1,2,1,1,4,1,1,2
"UG_22812",45,2,2,2,1,2,4,1,1,2
"UG_22813",21,2,2,2,5,2,2,5,5,2
"UG_22814",27,2,2,2,2,2,2,2,2,2
"UG_22815",24,2,2,2,1,2,2,1,1,2
"UG_22816",4,2,2,2,1,2,2,1,1,2
"UG_23265",70,2,2,2,2,2,2,2,2,2
"UG_23266",114,2,2,2,2,2,2,2,2,2
"UG_23267",112,2,2,2,2,2,4,2,2,2
"UG_23268",168,4,4,4,4,4,4,4,2,4
"UG_23269",310,4,4,4,4,4,4,4,2,4
"UG_23270",401,4,6,4,4,4,4,4,2,4
"UG_23271",331,4,4,4,4,4,4,4,2,4
"UG_23272",361,4,4,4,4,4,4,4,2,4
"UG_23321",315,2,2,2,2,2,2,2,2,2
"UG_22877",172,2,2,2,2,2,2,2,2,2
"UG_22878",73,2,2,2,2,2,2,2,2,2
"UG_22879",75,2,2,2,2,2,2,2,2,2
"UG_22880",73,4,4,4,1,4,4,1,1,4
"UG_22881",118,2,2,2,2,2,2,2,2,2
"UG_22882",129,2,2,2,2,2,2,2,2,2
"UG_22883",149,2,2,2,2,2,2,2,2,2
"UG_22884",123,2,2,2,2,2,2,2,2,2
"UG_22753",104,2,2,2,2,2,2,2,2,2
"UG_22754",84,2,2,2,2,2,2,2,2,2
"UG_22755",65,2,2,2,2,2,2,2,2,2
"UG_22756",60,5,5,5,5,2,5,5,5,5
"UG_22757",61,2,2,2,5,2,2,5,5,2
"UG_22758",55,2,2,2,1,2,2,1,1,2
"UG_22805",81,2,2,2,1,2,4,1,1,2
"UG_22806",76,2,1,2,1,2,4,1,1,2
"UG_22807",59,2,2,2,1,2,4,1,1,2
"UG_22808",26,2,2,2,1,2,2,1,1,2
"UG_22809",7,2,2,2,5,2,2,5,5,2
"UG_22810",1,2,2,2,1,2,2,1,1,2
"UG_22951",31,2,2,2,1,2,2,1,1,2
"UG_22951",31,2,2,2,1,2,2,1,1,2
"UG_22952",15,2,2,2,1,2,2,1,1,2
"UG_22952",15,2,2,2,1,2,2,1,1,2
"UG_22953",28,2,2,2,1,2,2,1,1,2
"UG_22953",28,2,2,2,1,2,2,1,1,2
"UG_22953",28,2,2,2,1,2,2,1,1,2
"UG_22954",35,2,2,2,1,2,2,1,1,2
"UG_22955",41,2,2,2,1,2,2,1,1,2
"UG_22956",3,2,2,2,1,2,2,1,1,2
"UG_23262",210,4,4,4,4,4,4,4,2,4
"UG_23262",210,4,4,4,4,4,4,4,2,4
"UG_23263",260,4,4,4,4,4,4,4,2,4
"UG_23264",342,4,4,4,4,4,4,4,2,4
"UG_23317",374,4,4,4,4,4,4,4,2,4
"UG_23318",259,4,4,4,4,4,4,4,2,4
"UG_23319",149,2,2,2,2,2,2,2,2,2
"UG_23320",104,2,2,2,2,2,2,2,2,2
"UG_22869",83,2,2,2,2,2,2,2,2,2
"UG_22870",75,4,4,4,1,4,4,1,1,4
"UG_22871",70,2,2,2,1,2,2,1,1,4
"UG_22872",89,2,2,2,1,2,2,1,1,2
"UG_22873",89,4,4,4,1,4,4,1,1,4
"UG_22874",108,2,2,2,2,2,2,2,2,2
"UG_22875",111,2,2,2,1,1,1,1,2,1
"UG_22876",73,2,2,2,2,2,2,2,2,2
"UG_22752",86,4,2,4,1,2,4,1,1,4
"UG_22795",123,2,2,2,2,2,2,2,2,2
"UG_22796",103,2,1,2,1,1,4,1,1,1
"UG_22797",75,2,2,2,1,2,4,1,1,2
"UG_22798",107,2,2,2,4,2,4,4,4,2
"UG_22799",102,2,2,2,1,2,4,1,1,2
"UG_22800",75,2,1,2,1,1,4,1,1,1
"UG_22801",44,2,1,2,1,2,4,1,1,2
"UG_22802",21,2,2,2,5,2,2,5,5,2
"UG_22803",10,2,2,2,5,2,2,5,5,2
"UG_22804",1,2,2,2,5,2,2,5,5,2
"UG_22942",1,2,2,2,6,2,2,6,6,2
"UG_22943",9,2,2,2,1,2,2,1,1,2
"UG_22944",50,2,2,2,1,2,2,1,1,2
"UG_22945",65,2,2,2,1,2,2,1,1,2
"UG_22946",42,2,2,4,1,2,4,1,1,2
"UG_22947",20,2,2,2,1,2,4,1,1,2
"UG_22948",8,2,1,2,1,2,2,1,1,2
"UG_22949",4,2,1,2,1,2,2,1,1,2
"UG_22950",1,2,1,2,1,2,2,1,1,2
"UG_23260",106,2,2,4,2,4,4,2,2,4
"UG_23260",106,2,2,4,2,4,4,2,2,4
"UG_23261",198,4,4,4,4,4,4,4,2,4
"UG_23312",236,4,4,4,4,4,4,4,2,4
"UG_23313",298,4,4,4,4,4,4,4,2,4
"UG_23314",236,2,2,2,2,2,4,2,2,2
"UG_23315",186,2,2,2,2,2,2,2,2,2
"UG_23316",192,2,2,2,2,2,2,2,2,2
"UG_22863",248,2,2,4,4,4,4,4,2,4
"UG_22864",166,2,2,2,2,2,2,2,2,2
"UG_22865",139,2,2,2,2,2,2,2,2,2
"UG_22866",90,4,2,4,1,2,4,1,1,2
"UG_22867",102,2,2,2,2,2,2,2,2,2
"UG_22890",146,5,5,5,5,5,5,5,5,5
"UG_22891",140,5,5,5,5,5,5,5,5,5
"UG_22868",92,2,2,2,1,2,2,1,1,5
"UG_22857",97,2,2,2,1,2,4,1,1,2
"UG_22789",97,2,2,2,1,2,4,1,1,2
"UG_22790",85,4,4,4,1,4,4,1,1,4
"UG_22791",101,5,2,2,5,2,4,5,5,2
"UG_22792",132,2,2,2,1,2,4,1,1,2
"UG_22793",99,2,2,2,1,2,4,1,1,2
"UG_22794",72,2,2,2,1,2,4,1,1,2
"UG_22928",42,2,2,2,1,2,4,1,1,2
"UG_22929",29,2,1,2,1,2,2,1,1,2
"UG_22930",20,2,2,2,6,2,2,6,6,2
"UG_22931",8,2,2,2,5,2,2,5,5,2
"UG_22932",9,2,2,2,6,2,2,6,6,2
"UG_22933",15,2,2,2,5,2,2,5,5,2
"UG_22934",35,2,2,2,1,2,2,1,1,2
"UG_22935",55,2,2,2,1,2,2,1,1,2
"UG_22936",56,2,2,4,1,2,4,1,1,2
"UG_22937",32,2,2,4,5,2,4,5,5,2
"UG_22938",14,2,2,4,5,2,4,5,5,2
"UG_22939",8,2,1,2,1,2,2,1,1,2
"UG_22940",3,2,2,2,1,2,2,1,1,2
"UG_22941",1,2,5,2,5,2,2,5,5,2
"UG_23257",79,2,2,2,2,2,2,2,2,2
"UG_23258",207,4,4,4,4,4,4,4,2,4
"UG_23259",423,4,4,4,4,4,4,4,2,4
"UG_23309",291,4,4,4,4,4,4,4,2,4
"UG_23310",321,2,2,4,2,4,4,2,2,4
"UG_23311",334,2,2,4,2,2,4,2,2,4
"UG_22858",286,2,2,2,2,2,2,2,2,2
"UG_22859",172,2,2,2,2,2,2,2,2,2
"UG_22860",143,2,2,2,2,2,2,2,2,2
"UG_22861",216,2,2,2,2,2,2,2,2,2
"UG_22862",110,2,2,2,2,2,2,2,2,2
"UG_22852",88,2,2,2,2,2,2,2,2,2
"UG_22853",139,2,2,2,5,2,2,5,5,2
"UG_22888",145,5,5,5,5,5,5,5,5,5
"UG_22889",98,5,5,5,5,5,5,5,5,5
"UG_22854",103,4,2,4,1,2,4,1,1,2
"UG_22855",81,2,2,2,2,2,2,2,2,2
"UG_22856",104,2,2,2,2,2,2,2,2,2
"UG_22784",147,2,2,2,1,2,4,1,1,2
"UG_22785",118,2,2,2,1,2,4,1,1,2
"UG_22786",83,2,2,2,1,2,4,1,1,2
"UG_22787",68,2,2,2,1,2,4,1,1,2
"UG_22788",46,2,2,2,1,2,2,1,1,2
"UG_22915",34,2,2,2,1,2,4,1,1,2
"UG_22916",25,2,2,2,1,2,2,1,1,2
"UG_22917",21,2,1,2,1,2,2,1,1,2
"UG_22918",23,2,1,2,1,2,2,1,1,2
"UG_22919",26,2,1,2,1,2,2,1,1,2
"UG_22920",23,2,2,2,1,2,2,1,1,2
"UG_22921",33,2,2,2,1,2,2,1,1,2
"UG_22922",40,2,2,2,1,2,2,1,1,2
"UG_22923",44,2,2,4,1,2,4,1,1,2
"UG_22924",31,2,2,4,5,2,4,5,5,2
"UG_22925",19,2,2,4,5,2,4,5,5,2
"UG_22926",7,2,2,2,1,2,4,1,1,2
"UG_22927",1,2,2,2,1,2,2,1,1,2
"UG_23253",118,2,2,2,2,2,2,2,2,2
"UG_23254",186,4,4,4,4,4,4,4,2,4
"UG_23255",259,4,4,4,4,4,4,4,2,4
"UG_23256",437,4,4,4,4,4,4,4,2,4
"UG_23305",365,4,4,4,4,4,4,4,2,4
"UG_23306",262,2,2,4,2,2,4,2,2,4
"UG_23307",334,2,2,4,2,2,4,2,2,4
"UG_23308",258,2,2,2,2,2,2,2,2,2
"UG_22842",144,2,2,2,2,2,2,2,2,2
"UG_22843",103,2,2,2,2,2,2,2,2,2
"UG_22844",137,2,2,2,2,2,2,2,2,2
"UG_22845",109,2,2,2,2,2,2,2,2,2
"UG_22846",72,2,2,2,2,2,2,2,2,2
"UG_22847",78,2,2,2,1,2,2,1,1,2
"UG_22848",90,2,2,2,1,2,2,1,1,2
"UG_22849",80,2,2,2,1,2,2,1,1,2
"UG_22850",76,2,2,2,1,2,2,1,1,2
"UG_22851",92,2,2,2,2,2,2,2,2,2
"UG_22780",137,2,2,2,1,2,4,1,1,2
"UG_22781",132,2,2,2,1,2,4,1,1,2
"UG_22782",81,2,2,2,1,2,4,1,1,2
"UG_22783",77,2,2,2,1,2,4,1,1,2
"UG_22969",73,2,2,2,1,2,2,1,1,2
"UG_22970",64,2,2,2,1,2,2,1,1,2
"UG_22903",42,2,2,2,1,2,2,1,1,2
"UG_22904",43,2,2,2,1,2,2,1,1,2
"UG_22905",34,2,2,4,1,2,4,1,1,2
"UG_22906",46,2,2,2,1,2,2,1,1,2
"UG_22907",64,2,2,2,1,2,2,1,1,2
"UG_22908",63,2,2,2,1,2,2,1,1,2
"UG_22909",58,2,2,2,1,2,2,1,1,2
"UG_22910",53,2,2,2,1,2,4,1,1,2
"UG_22911",51,2,2,4,5,2,4,5,5,2
"UG_22912",48,2,2,4,5,2,4,5,5,2
"UG_22913",27,2,2,2,5,2,4,5,5,2
"UG_22914",7,2,2,2,1,2,2,1,1,2
"UG_23246",96,2,2,2,2,2,2,2,2,2
"UG_23247",102,2,2,2,2,2,2,2,2,2
"UG_23248",141,2,2,4,2,4,4,2,2,4
"UG_23249",167,2,2,2,2,2,4,2,2,2
"UG_23250",214,4,4,4,4,4,4,4,2,4
"UG_23251",256,4,4,4,4,4,4,4,2,4
"UG_23252",245,4,4,4,4,4,4,4,2,4
"UG_23302",303,4,4,4,4,4,4,4,2,4
"UG_23303",269,2,2,4,2,4,4,2,2,4
"UG_23304",238,2,2,4,2,4,4,2,2,4
"UG_22832",235,2,2,2,1,2,2,1,1,2
"UG_22833",123,2,2,2,2,2,2,2,2,2
"UG_22834",89,2,2,2,2,2,2,2,2,2
"UG_22835",91,2,2,2,2,2,2,2,2,2
"UG_22836",115,2,2,2,2,2,2,2,2,2
"UG_22837",70,2,2,2,2,2,2,2,2,2
"UG_22838",80,2,2,2,1,2,2,1,1,2
"UG_22839",83,2,2,2,2,2,2,2,2,2
"UG_22840",114,2,2,2,4,2,4,4,4,2
"UG_22841",107,2,2,2,1,2,2,1,1,2
"UG_23021",141,2,2,2,1,2,2,1,1,2
"UG_22777",136,2,2,2,1,2,4,1,1,2
"UG_22778",119,2,2,2,2,2,4,2,2,2
"UG_22779",82,2,2,2,2,2,2,2,2,2
"UG_23022",74,2,2,2,5,2,2,5,5,2
"UG_22966",74,2,2,2,1,2,2,1,1,2
"UG_22967",63,2,2,2,1,2,2,1,1,2
"UG_22968",60,2,2,2,1,2,2,1,1,2
"UG_22892",74,2,2,2,1,2,2,1,1,2
"UG_22893",69,2,2,2,1,2,2,1,1,2
"UG_22894",73,2,2,2,1,2,2,1,1,2
"UG_22895",77,2,2,2,1,2,2,1,1,2
"UG_22896",75,2,2,2,1,2,2,1,1,2
"UG_22897",66,2,2,2,1,2,2,1,1,2
"UG_22898",60,2,2,2,1,2,2,1,1,2
"UG_22899",33,2,2,2,1,2,4,1,1,2
"UG_22900",19,2,2,2,1,2,2,1,1,2
"UG_22900",19,2,2,2,1,2,2,1,1,2
"UG_22900",19,2,2,2,1,2,2,1,1,2
"UG_22901",8,2,2,2,1,2,2,1,1,2
"UG_22901",8,2,2,2,1,2,2,1,1,2
"UG_22901",8,2,2,2,1,2,2,1,1,2
"UG_22902",2,2,2,2,1,2,2,1,1,2
"UG_23236",53,2,2,2,2,2,2,2,2,2
"UG_23236",53,2,2,2,2,2,2,2,2,2
"UG_23237",82,2,2,2,2,2,2,2,2,2
"UG_23238",118,2,2,2,2,2,2,2,2,2
"UG_23239",171,2,2,2,2,2,2,2,2,2
"UG_23240",142,2,2,2,2,2,2,2,2,2
"UG_23241",135,2,2,2,2,2,4,2,2,2
"UG_23242",132,2,2,2,2,2,4,2,2,2
"UG_23243",121,4,4,4,4,4,4,4,2,4
"UG_23244",167,4,4,4,4,4,4,4,2,4
"UG_23245",331,4,4,4,4,4,4,4,2,4
"UG_23297",349,4,4,4,4,4,4,4,2,4
"UG_23298",346,4,4,4,4,4,4,4,2,4
"UG_23299",248,2,2,4,2,4,4,2,2,4
"UG_23300",353,2,2,4,2,4,4,2,2,4
"UG_23301",140,2,2,2,2,2,2,2,2,2
"UG_22830",117,2,2,2,2,2,2,2,2,2
"UG_22831",92,2,2,2,2,2,2,2,2,2
"UG_23123",78,2,2,2,2,2,2,2,2,2
"UG_23124",68,2,2,2,2,2,2,2,2,2
"UG_23125",112,2,2,2,2,2,2,2,2,2
"UG_23126",171,2,2,2,2,2,2,2,2,2
"UG_23127",160,2,2,2,2,2,2,2,2,2
"UG_23015",150,2,2,2,2,2,2,2,2,2
"UG_23016",125,2,1,2,1,2,2,1,1,2
"UG_23017",81,2,2,2,1,2,2,1,1,2
"UG_23018",82,2,2,2,2,2,2,2,2,2
"UG_23019",78,2,2,2,2,2,2,2,2,2
"UG_23020",85,2,2,2,2,2,2,2,2,2
"UG_22961",124,2,2,4,1,2,4,1,1,2
"UG_22962",123,2,1,2,1,2,4,1,1,2
"UG_22963",80,2,1,2,1,2,2,1,1,2
"UG_22964",101,2,2,2,1,2,2,1,1,2
"UG_22965",92,2,2,2,1,2,2,1,1,2
"UG_22982",76,2,2,2,1,2,2,1,1,2
"UG_22983",75,2,2,2,1,2,2,1,1,2
"UG_22984",58,2,2,2,1,2,2,1,1,2
"UG_22985",36,2,2,2,1,2,2,1,1,2
"UG_22986",16,2,2,2,1,2,2,1,1,2
"UG_22987",6,2,2,2,1,2,2,1,1,2
"UG_22988",1,2,2,2,1,2,2,1,1,2
"UG_22988",1,2,2,2,1,2,2,1,1,2
"UG_22988",1,2,2,2,1,2,2,1,1,2
"UG_23223",36,2,2,2,2,2,2,2,2,2
"UG_23223",36,2,2,2,2,2,2,2,2,2
"UG_23223",36,2,2,2,2,2,2,2,2,2
"UG_23224",27,2,2,2,2,2,2,2,2,2
"UG_23224",27,2,2,2,2,2,2,2,2,2
"UG_23224",27,2,2,2,2,2,2,2,2,2
"UG_23225",55,2,2,2,2,2,2,2,2,2
"UG_23226",88,2,2,2,2,2,2,2,2,2
"UG_23227",44,2,2,2,2,2,2,2,2,2
"UG_23227",44,2,2,2,2,2,2,2,2,2
"UG_23227",44,2,2,2,2,2,2,2,2,2
"UG_23228",87,2,2,4,2,2,4,2,2,4
"UG_23229",98,2,2,4,2,2,4,2,2,4
"UG_23230",159,4,4,4,4,4,4,4,2,4
"UG_23231",192,4,4,4,4,4,4,4,2,4
"UG_23232",313,4,4,4,4,4,4,4,2,4
"UG_23233",295,4,4,4,4,4,4,4,2,4
"UG_23234",333,4,4,4,4,4,4,4,2,4
"UG_23235",269,2,2,4,2,4,4,2,2,4
"UG_23295",71,2,2,2,2,2,2,2,2,2
"UG_23296",109,2,2,2,2,2,2,2,2,2
"UG_23117",115,2,2,2,2,2,4,2,2,2
"UG_23117",115,2,2,2,2,2,4,2,2,2
"UG_23118",40,2,2,2,2,2,2,2,2,2
"UG_23119",116,2,2,2,2,2,2,2,2,2
"UG_23120",153,2,2,2,1,1,2,1,1,1
"UG_23121",134,2,2,2,2,2,2,2,2,2
"UG_23122",110,2,2,2,2,2,2,2,2,2
"UG_23009",88,2,2,2,1,2,2,1,1,2
"UG_23010",76,2,2,2,2,2,2,2,2,2
"UG_23011",72,2,2,2,5,2,2,5,5,2
"UG_23012",76,2,2,2,1,2,2,1,1,2
"UG_23013",98,2,2,2,1,2,2,1,1,2
"UG_23014",145,2,2,2,2,2,2,2,2,2
"UG_22957",143,2,2,2,1,2,2,1,1,2
"UG_22958",97,2,2,2,5,2,2,5,5,2
"UG_22959",77,2,2,4,1,2,4,1,1,2
"UG_22960",66,2,2,2,1,2,4,1,1,2
"UG_22975",71,2,2,2,1,2,4,1,1,2
"UG_22976",74,2,2,2,1,2,2,1,1,2
"UG_22977",61,2,2,2,1,2,6,1,1,2
"UG_22978",42,6,6,6,6,6,6,6,6,6
"UG_22979",16,6,6,6,6,2,4,6,6,6
"UG_22980",2,2,2,2,1,2,2,1,1,2
"UG_22980",2,2,2,2,1,2,2,1,1,2
"UG_22980",2,2,2,2,1,2,2,1,1,2
"UG_22980",2,2,2,2,1,2,2,1,1,2
"UG_22981",2,2,2,2,1,2,2,1,1,2
"UG_22981",2,2,2,2,1,2,2,1,1,2
"UG_23215",1,2,2,2,2,2,2,2,2,2
"UG_23216",61,2,2,2,2,2,2,2,2,2
"UG_23217",56,2,2,2,2,2,2,2,2,2
"UG_23217",56,2,2,2,2,2,2,2,2,2
"UG_23218",43,5,5,5,5,5,5,5,5,5
"UG_23219",129,2,2,2,2,2,4,2,2,2
"UG_23220",196,4,4,4,4,4,4,4,2,4
"UG_23221",161,2,2,4,2,2,4,2,2,4
"UG_23222",128,2,2,5,2,5,4,2,2,5
"UG_23292",74,2,2,4,2,4,4,2,2,4
"UG_23293",41,2,2,2,2,2,2,2,2,2
"UG_23294",57,2,2,2,2,2,2,2,2,2
"UG_23294",57,2,2,2,2,2,2,2,2,2
"UG_23294",57,2,2,2,2,2,2,2,2,2
"UG_23294",57,2,2,2,2,2,2,2,2,2
"UG_23111",54,2,2,2,2,2,2,2,2,2
"UG_23111",54,2,2,2,2,2,2,2,2,2
"UG_23111",54,2,2,2,2,2,2,2,2,2
"UG_23112",89,2,2,2,2,2,2,2,2,2
"UG_23113",135,2,2,2,2,2,2,2,2,2
"UG_23114",91,2,2,2,2,2,2,2,2,2
"UG_23115",101,2,2,2,2,2,2,2,2,2
"UG_23116",116,2,2,2,2,2,2,2,2,2
"UG_23002",125,2,2,2,2,2,2,2,2,2
"UG_23003",115,2,2,2,2,2,2,2,2,2
"UG_23004",96,2,2,2,1,2,2,1,1,2
"UG_23005",102,2,2,2,1,2,2,1,1,2
"UG_23006",118,2,2,2,2,2,2,2,2,2
"UG_23007",85,2,2,2,2,2,2,2,2,2
"UG_23008",69,2,2,2,2,2,2,2,2,2
"UG_22993",59,5,5,5,5,5,5,5,5,5
"UG_22994",61,5,5,5,5,5,5,5,5,5
"UG_22989",37,5,5,5,5,5,5,5,5,5
"UG_22989",37,5,5,5,5,5,5,5,5,5
"UG_22989",37,5,5,5,5,5,5,5,5,5
"UG_22995",30,5,5,5,5,5,5,5,5,5
"UG_22995",30,5,5,5,5,5,5,5,5,5
"UG_22995",30,5,5,5,5,5,5,5,5,5
"UG_22996",52,2,5,2,5,2,5,5,5,2
"UG_22996",52,2,5,2,5,2,5,5,5,2
"UG_22971",59,2,4,4,1,2,4,1,1,2
"UG_22972",25,2,5,4,1,2,4,1,1,5
"UG_22973",5,2,2,2,1,2,2,1,1,2
"UG_22973",5,2,2,2,1,2,2,1,1,2
"UG_22974",1,2,2,2,6,2,2,6,6,2
"UG_22974",1,2,2,2,6,2,2,6,6,2
"UG_22974",1,2,2,2,6,2,2,6,6,2
"UG_23289",61,2,2,2,2,2,2,2,2,2
"UG_23290",50,2,2,2,2,2,2,2,2,2
"UG_23291",34,2,2,2,2,2,2,2,2,2
"UG_23102",26,2,2,2,2,2,2,1,1,2
"UG_23103",71,2,2,2,1,2,4,1,1,2
"UG_23104",76,5,5,5,5,5,5,5,5,5
"UG_23105",99,2,2,2,2,2,4,1,1,2
"UG_23106",93,2,2,2,2,2,2,2,2,2
"UG_23107",74,2,2,2,2,2,2,2,2,2
"UG_23108",149,2,2,2,2,2,2,2,2,2
"UG_23109",153,2,2,2,2,2,2,2,2,2
"UG_23110",147,2,2,2,1,2,2,2,2,2
"UG_22997",133,2,2,2,1,2,2,2,1,2
"UG_22998",95,2,2,2,2,2,2,2,2,2
"UG_22999",70,2,2,2,2,2,2,2,2,2
"UG_23000",61,2,2,2,2,2,2,2,2,2
"UG_23001",67,2,2,2,2,2,2,2,2,2
"UG_23049",44,5,2,4,1,2,4,1,1,4
"UG_23050",26,5,5,5,5,5,5,5,5,5
"UG_22990",35,5,5,5,5,5,5,5,5,5
"UG_22991",56,5,5,5,5,5,5,5,5,5
"UG_22991",56,5,5,5,5,5,5,5,5,5
"UG_22991",56,5,5,5,5,5,5,5,5,5
"UG_22991",56,5,5,5,5,5,5,5,5,5
"UG_22992",66,5,5,5,5,5,5,5,5,5
"UG_22992",66,5,5,5,5,5,5,5,5,5
"UG_23088",55,2,1,2,1,1,4,1,1,2
"UG_23088",55,2,1,2,1,1,4,1,1,2
"UG_23089",48,2,1,2,1,1,4,1,1,2
"UG_23089",48,2,1,2,1,1,4,1,1,2
"UG_23090",29,5,1,5,1,1,4,1,1,2
"UG_23090",29,5,1,5,1,1,4,1,1,2
"UG_23091",7,1,1,2,1,1,4,1,1,2
"UG_23091",7,1,1,2,1,1,4,1,1,2
"UG_23091",7,1,1,2,1,1,4,1,1,2
"UG_23092",3,4,4,4,4,4,4,4,4,2
"UG_23092",3,4,4,4,4,4,4,4,4,2
"UG_23093",2,2,1,2,1,1,4,1,1,2
"UG_23212",135,2,2,2,2,2,2,2,2,2
"UG_23213",195,2,2,2,2,2,4,2,2,2
"UG_23214",279,2,2,2,2,2,4,2,2,2
"UG_23153",199,2,2,2,4,2,4,2,2,4
"UG_23154",4,2,2,2,2,2,2,2,2,2
"UG_23154",4,2,2,2,2,2,2,2,2,2
"UG_23154",4,2,2,2,2,2,2,2,2,2
"UG_23154",4,2,2,2,2,2,2,2,2,2
"UG_23155",24,2,2,2,2,2,2,2,2,2
"UG_23156",98,2,2,2,2,2,2,1,1,2
"UG_23157",145,2,2,2,1,2,2,1,1,2
"UG_23158",122,2,2,2,2,2,2,1,2,2
"UG_23098",93,2,2,2,2,2,2,2,2,2
"UG_23099",123,2,2,2,2,2,2,2,2,2
"UG_23100",136,2,2,2,2,2,2,2,2,2
"UG_23101",132,2,2,2,2,2,2,2,2,2
"UG_23067",130,2,2,2,2,2,2,2,2,2
"UG_23068",119,2,2,2,2,2,2,2,2,2
"UG_23069",131,2,2,2,2,2,2,2,2,2
"UG_23070",116,2,2,2,2,2,2,2,2,2
"UG_23071",99,2,2,2,2,2,2,2,2,2
"UG_23044",78,2,2,2,5,2,2,5,2,2
"UG_23045",64,2,2,2,2,2,2,2,2,2
"UG_23046",102,2,2,2,2,2,2,2,2,2
"UG_23047",101,2,2,2,2,2,2,2,2,2
"UG_23048",114,2,2,2,2,2,2,2,2,2
"UG_23079",114,2,2,2,2,2,2,2,2,2
"UG_23080",95,2,2,2,2,2,2,2,2,2
"UG_23081",62,2,2,2,2,2,2,2,2,2
"UG_23082",83,2,2,2,2,2,2,2,2,2
"UG_23083",101,2,2,2,2,2,2,2,2,2
"UG_23084",81,2,2,2,1,2,2,2,2,2
"UG_23085",66,2,2,2,1,2,2,2,2,2
"UG_23086",44,2,2,2,2,2,2,2,2,2
"UG_23087",19,2,1,2,1,1,2,1,1,2
"UG_23208",53,2,2,2,2,2,2,2,2,2
"UG_23208",53,2,2,2,2,2,2,2,2,2
"UG_23209",96,2,2,2,2,2,2,2,2,2
"UG_23210",168,2,2,2,2,2,2,2,2,2
"UG_23211",273,2,2,2,2,2,4,2,2,2
"UG_23145",258,2,2,2,2,2,4,2,2,2
"UG_23146",234,2,2,2,4,2,4,2,2,4
"UG_23147",132,2,2,2,1,2,2,1,1,2
"UG_23148",65,2,2,2,2,2,2,2,2,2
"UG_23148",65,2,2,2,2,2,2,2,2,2
"UG_23149",21,2,2,2,2,2,2,2,2,2
"UG_23150",43,2,2,2,2,2,2,2,2,2
"UG_23151",71,2,2,2,2,2,2,2,2,2
"UG_23152",111,2,2,2,2,2,2,2,2,2
"UG_23094",137,2,2,2,1,2,2,1,1,2
"UG_23095",142,2,2,2,1,2,4,1,1,2
"UG_23096",104,2,2,2,2,2,2,2,2,2
"UG_23097",78,2,2,2,2,2,2,2,2,2
"UG_23062",77,2,2,2,2,2,2,2,2,2
"UG_23063",75,2,2,2,2,2,2,2,2,2
"UG_23064",86,2,2,2,2,2,2,2,2,2
"UG_23065",138,2,2,2,1,2,4,1,1,2
"UG_23066",101,2,2,1,1,2,1,1,1,2
"UG_23037",115,1,2,1,2,2,1,1,1,2
"UG_23038",60,2,2,2,2,2,2,2,2,2
"UG_23039",53,2,2,2,2,2,2,2,2,2
"UG_23040",75,2,2,2,2,2,2,2,2,2
"UG_23041",89,2,4,1,1,4,1,1,1,4
"UG_23042",96,2,2,2,2,2,2,2,2,2
"UG_23043",86,2,2,2,2,2,2,2,2,2
"UG_23073",71,2,2,2,2,2,2,2,2,2
"UG_23074",47,2,2,2,2,2,2,2,2,2
"UG_23075",22,2,2,2,2,2,2,2,2,2
"UG_23076",44,2,2,2,2,2,2,2,2,2
"UG_23077",108,2,2,2,2,2,2,2,2,2
"UG_23078",76,2,2,2,2,2,2,2,2,2
"UG_23179",104,2,2,2,2,2,2,2,2,2
